date,inpc
2000-01-01,63.3128119183035
2000-02-01,63.3128119183035
2000-03-01,63.3128119183035
2000-04-01,63.3128119183035
2000-05-01,63.3128119183035
2000-06-01,63.3128119183035
2000-07-01,63.3128119183035
2000-08-01,63.3128119183035
2000-09-01,63.3128119183035
2000-10-01,63.3128119183035
2000-11-01,63.3128119183035
2000-12-01,63.3128119183035
2001-01-01,67.3444059411696
2001-02-01,67.3444059411696
2001-03-01,67.3444059411696
2001-04-01,67.3444059411696
2001-05-01,67.3444059411696
2001-06-01,67.3444059411696
2001-07-01,67.3444059411696
2001-08-01,67.3444059411696
2001-09-01,67.3444059411696
2001-10-01,67.3444059411696
2001-11-01,67.3444059411696
2001-12-01,67.3444059411696
2002-01-01,70.732319377097
2002-02-01,70.732319377097
2002-03-01,70.732319377097
2002-04-01,70.732319377097
2002-05-01,70.732319377097
2002-06-01,70.732319377097
2002-07-01,70.732319377097
2002-08-01,70.732319377097
2002-09-01,70.732319377097
2002-10-01,70.732319377097
2002-11-01,70.732319377097
2002-12-01,70.732319377097
2003-01-01,73.9484472925727
2003-02-01,73.9484472925727
2003-03-01,73.9484472925727
2003-04-01,73.9484472925727
2003-05-01,73.9484472925727
2003-06-01,73.9484472925727
2003-07-01,73.9484472925727
2003-08-01,73.9484472925727
2003-09-01,73.9484472925727
2003-10-01,73.9484472925727
2003-11-01,73.9484472925727
2003-12-01,73.9484472925727
2004-01-01,77.4154528387154
2004-02-01,77.4154528387154
2004-03-01,77.4154528387154
2004-04-01,77.4154528387154
2004-05-01,77.4154528387154
2004-06-01,77.4154528387154
2004-07-01,77.4154528387154
2004-08-01,77.4154528387154
2004-09-01,77.4154528387154
2004-10-01,77.4154528387154
2004-11-01,77.4154528387154
2004-12-01,77.4154528387154
2005-01-01,80.5028253377382
2005-02-01,80.5028253377382
2005-03-01,80.5028253377382
2005-04-01,80.5028253377382
2005-05-01,80.5028253377382
2005-06-01,80.5028253377382
2005-07-01,80.5028253377382
2005-08-01,80.5028253377382
2005-09-01,80.5028253377382
2005-10-01,80.5028253377382
2005-11-01,80.5028253377382
2005-12-01,80.5028253377382
2006-01-01,83.4246493200917
2006-02-01,83.4246493200917
2006-03-01,83.4246493200917
2006-04-01,83.4246493200917
2006-05-01,83.4246493200917
2006-06-01,83.4246493200917
2006-07-01,83.4246493200917
2006-08-01,83.4246493200917
2006-09-01,83.4246493200917
2006-10-01,83.4246493200917
2006-11-01,83.4246493200917
2006-12-01,83.4246493200917
2007-01-01,86.7339792329344
2007-02-01,86.7339792329344
2007-03-01,86.7339792329344
2007-04-01,86.7339792329344
2007-05-01,86.7339792329344
2007-06-01,86.7339792329344
2007-07-01,86.7339792329344
2007-08-01,86.7339792329344
2007-09-01,86.7339792329344
2007-10-01,86.7339792329344
2007-11-01,86.7339792329344
2007-12-01,86.7339792329344
2008-01-01,91.1790807033324
2008-02-01,91.1790807033324
2008-03-01,91.1790807033324
2008-04-01,91.1790807033324
2008-05-01,91.1790807033324
2008-06-01,91.1790807033324
2008-07-01,91.1790807033324
2008-08-01,91.1790807033324
2008-09-01,91.1790807033324
2008-10-01,91.1790807033324
2008-11-01,91.1790807033324
2008-12-01,91.1790807033324
2009-01-01,96.0091610619154
2009-02-01,96.0091610619154
2009-03-01,96.0091610619154
2009-04-01,96.0091610619154
2009-05-01,96.0091610619154
2009-06-01,96.0091610619154
2009-07-01,96.0091610619154
2009-08-01,96.0091610619154
2009-09-01,96.0091610619154
2009-10-01,96.0091610619154
2009-11-01,96.0091610619154
2009-12-01,96.0091610619154
2010-01-01,100.0
2010-02-01,100.0
2010-03-01,100.0
2010-04-01,100.0
2010-05-01,100.0
2010-06-01,100.0
2010-07-01,100.0
2010-08-01,100.0
2010-09-01,100.0
2010-10-01,100.0
2010-11-01,100.0
2010-12-01,100.0
2011-01-01,103.407378246057
2011-02-01,103.407378246057
2011-03-01,103.407378246057
2011-04-01,103.407378246057
2011-05-01,103.407378246057
2011-06-01,103.407378246057
2011-07-01,103.407378246057
2011-08-01,103.407378246057
2011-09-01,103.407378246057
2011-10-01,103.407378246057
2011-11-01,103.407378246057
2011-12-01,103.407378246057
2012-01-01,107.658982747635
2012-02-01,107.658982747635
2012-03-01,107.658982747635
2012-04-01,107.658982747635
2012-05-01,107.658982747635
2012-06-01,107.658982747635
2012-07-01,107.658982747635
2012-08-01,107.658982747635
2012-09-01,107.658982747635
2012-10-01,107.658982747635
2012-11-01,107.658982747635
2012-12-01,107.658982747635
2013-01-01,111.756904251934
2013-02-01,111.756904251934
2013-03-01,111.756904251934
2013-04-01,111.756904251934
2013-05-01,111.756904251934
2013-06-01,111.756904251934
2013-07-01,111.756904251934
2013-08-01,111.756904251934
2013-09-01,111.756904251934
2013-10-01,111.756904251934
2013-11-01,111.756904251934
2013-12-01,111.756904251934
2014-01-01,116.247985177591
2014-02-01,116.247985177591
2014-03-01,116.247985177591
2014-04-01,116.247985177591
2014-05-01,116.247985177591
2014-06-01,116.247985177591
2014-07-01,116.247985177591
2014-08-01,116.247985177591
2014-09-01,116.247985177591
2014-10-01,116.247985177591
2014-11-01,116.247985177591
2014-12-01,116.247985177591
2015-01-01,119.410675116721
2015-02-01,119.410675116721
2015-03-01,119.410675116721
2015-04-01,119.410675116721
2015-05-01,119.410675116721
2015-06-01,119.410675116721
2015-07-01,119.410675116721
2015-08-01,119.410675116721
2015-09-01,119.410675116721
2015-10-01,119.410675116721
2015-11-01,119.410675116721
2015-12-01,119.410675116721
2016-01-01,122.780095507214
2016-02-01,122.780095507214
2016-03-01,122.780095507214
2016-04-01,122.780095507214
2016-05-01,122.780095507214
2016-06-01,122.780095507214
2016-07-01,122.780095507214
2016-08-01,122.780095507214
2016-09-01,122.780095507214
